taxi_id;indulas;idotartam;tavolsag;viteldij;borravalo;fizetes_modja
4872;2016-12-15 12:30:00;540;0,0;7,5;0,0;készpénz
7540;2016-12-21 15:15:00;1080;3,3;13,75;3,56;bankkártya
7766;2016-12-28 20:15:00;600;4,7;14,5;0,0;készpénz
788;2016-12-20 08:45:00;600;0,0;7,75;4,38;bankkártya
5222;2016-12-20 14:15:00;240;0,3;4,5;0,0;készpénz
4920;2016-12-17 18:45:00;1680;6,7;22,0;4,4;bankkártya
7693;2016-12-04 20:45:00;234;0,82;5,25;0,0;készpénz
8200;2016-12-29 16:15:00;600;1,4;8,0;3,0;bankkártya
5729;2016-12-22 14:15:00;240;0,0;4,75;0,0;készpénz
6034;2016-12-21 15:45:00;540;1,3;7,5;0,0;készpénz
2206;2016-12-17 15:00:00;420;0,9;6,0;0,0;készpénz
5796;2016-12-06 18:45:00;720;0,0;8,5;2,0;bankkártya
8378;2016-12-16 13:45:00;540;1,1;7,0;2,0;bankkártya
1959;2016-12-02 08:00:00;1860;18,0;43,75;0,0;készpénz
7939;2016-12-02 04:15:00;300;0,0;5,75;0,0;készpénz
2672;2016-12-20 23:30:00;1620;17,1;41,5;0,0;készpénz
4596;2016-12-17 09:30:00;0;0,0;4,8;0,0;bankkártya
6877;2016-12-06 08:45:00;1980;8,0;23,75;4,75;bankkártya
2927;2016-12-03 03:45:00;1200;17,5;43,5;0,0;készpénz
3649;2016-12-09 14:30:00;1020;0,0;10,25;2,0;bankkártya
5625;2016-12-13 09:00:00;0;0,0;3,25;0,0;készpénz
532;2016-12-10 17:45:00;420;1,0;6,5;0,0;készpénz
8353;2016-12-11 14:45:00;540;1,7;8,25;0,0;készpénz
2175;2016-12-13 19:15:00;840;0,0;8,75;0,0;készpénz
5404;2016-12-09 14:00:00;960;5,4;17,0;0,0;bankkártya
6524;2016-12-16 23:00:00;1260;5,27;17,0;0,0;készpénz
3567;2016-12-21 19:00:00;180;0,2;4,25;0,0;készpénz
8376;2016-12-26 23:15:00;265;0,77;5,25;0,0;készpénz
3146;2016-12-13 09:15:00;1320;12,9;33,0;9,75;bankkártya
4063;2016-12-15 20:15:00;420;0,4;5,5;4,5;bankkártya
4685;2016-12-08 09:30:00;2820;1,0;45,75;10,0;bankkártya
7992;2016-12-17 22:15:00;3120;0,0;43,5;12,0;bankkártya
3875;2016-12-05 21:30:00;240;0,6;5,0;0,0;készpénz
5519;2016-12-03 10:30:00;1649;17,5;43,75;0,0;készpénz
8044;2016-12-13 11:15:00;1620;17,2;42,75;11,68;bankkártya
5631;2016-12-01 12:15:00;600;4,4;13,5;2,7;bankkártya
5881;2016-12-13 19:30:00;420;0,7;6,25;0,0;készpénz
684;2016-12-31 12:30:00;240;0,0;5,0;1,0;bankkártya
7384;2016-12-01 14:00:00;600;1,2;7,25;0,0;készpénz
5263;2016-12-31 06:45:00;1380;16,41;40,75;6,79;bankkártya
2986;2016-12-31 02:45:00;840;3,9;13,0;2,0;bankkártya
3547;2016-12-10 23:30:00;240;1,1;5,75;2,0;bankkártya
8648;2016-12-23 16:15:00;300;0,0;5,5;0,0;készpénz
2048;2016-12-01 14:15:00;1620;10,4;28,75;6,55;bankkártya
3541;2016-12-05 21:30:00;1020;7,9;22,25;3,0;bankkártya
4109;2016-12-30 14:15:00;540;0,0;8,5;2,0;bankkártya
686;2016-12-12 23:30:00;360;0,0;6,25;0,0;készpénz
3217;2016-12-14 18:30:00;1680;1,9;13,5;3,0;bankkártya
3238;2016-12-27 15:45:00;2400;0,9;41,25;0,0;készpénz
3865;2016-12-17 16:45:00;360;0,0;6,5;2,0;bankkártya
3433;2016-12-09 18:00:00;60;0,0;3,25;0,0;készpénz
393;2016-12-14 15:15:00;600;0,0;7,25;0,0;készpénz
2653;2016-12-08 15:00:00;20;0,0;3,25;0,0;készpénz
1426;2016-12-08 15:15:00;2160;12,5;33,0;7,4;bankkártya
3899;2016-12-23 10:00:00;1560;0,0;36,5;0,0;készpénz
7579;2016-12-21 01:00:00;480;1,1;7,0;3,0;bankkártya
46;2016-12-19 23:45:00;660;3,5;10,5;0,0;készpénz
920;2016-12-30 17:45:00;360;1,1;6,5;1,0;bankkártya
3;2016-12-21 23:00:00;360;1,6;7,5;0,0;készpénz
6826;2016-12-10 22:00:00;300;0,46;4,75;0,0;készpénz
7586;2016-12-21 21:30:00;1740;17,2;43,0;0,0;készpénz
3736;2016-12-19 09:30:00;240;0,5;5,0;0,0;készpénz
4332;2016-12-06 07:45:00;720;0,6;7,75;10,0;bankkártya
1707;2016-12-10 19:00:00;2580;17,5;43,5;18,25;bankkártya
5998;2016-12-27 09:30:00;1380;14,5;36,25;10,05;bankkártya
7187;2016-12-22 09:15:00;360;0,8;6,0;0,0;készpénz
4025;2016-12-07 22:00:00;420;1,0;6,25;2,0;bankkártya
5637;2016-12-20 20:45:00;1140;8,6;24,0;4,9;bankkártya
4928;2016-12-14 05:45:00;0;0,0;3,25;0,0;készpénz
4675;2016-12-08 18:30:00;180;0,0;4,0;0,0;készpénz
2036;2016-12-06 19:00:00;600;2,8;10,25;0,0;készpénz
1545;2016-12-19 06:30:00;1740;10,1;27,25;0,0;készpénz
4490;2016-12-11 17:45:00;180;0,4;4,5;0,0;készpénz
329;2016-12-19 14:00:00;1680;11,9;32,25;9,05;bankkártya
6611;2016-12-26 16:30:00;300;1,0;5,5;0,0;készpénz
6322;2016-12-20 19:00:00;480;0,8;6,75;2,0;bankkártya
6369;2016-12-13 19:15:00;720;1,3;8,25;0,0;készpénz
2058;2016-12-18 19:30:00;420;1,3;7,0;1,0;bankkártya
8336;2016-12-08 15:30:00;780;1,7;8,75;0,0;készpénz
6358;2016-12-08 14:15:00;780;1,6;9,25;0,0;készpénz
5131;2016-12-04 12:45:00;840;2,0;10,0;2,4;bankkártya
4325;2016-12-27 23:45:00;420;0,0;7,0;2,0;bankkártya
8030;2016-12-29 11:45:00;660;1,3;7,75;2,0;bankkártya
4877;2016-12-30 12:45:00;300;0,0;5,75;2,0;bankkártya
8088;2016-12-12 15:45:00;274;0,68;5,25;1,0;bankkártya
4576;2016-12-07 00:45:00;240;0,0;5,75;3,0;bankkártya
5380;2016-12-21 09:45:00;780;1,5;9,0;0,0;készpénz
3684;2016-12-21 19:15:00;480;0,0;7,0;0,0;készpénz
2618;2016-12-21 18:30:00;1140;5,0;16,0;3,5;bankkártya
2240;2016-12-28 14:45:00;300;0,0;5,75;0,0;készpénz
8636;2016-12-22 17:30:00;480;0,0;6,5;0,0;készpénz
5117;2016-12-15 20:45:00;1200;0,8;33,5;0,0;készpénz
3295;2016-12-27 13:30:00;2520;29,8;72,75;0,0;készpénz
5112;2016-12-29 15:00:00;600;2,8;10,5;2,3;bankkártya
5179;2016-12-26 12:00:00;240;0,5;5,0;3,0;bankkártya
4362;2016-12-03 11:00:00;360;0,9;6,0;0,0;készpénz
1030;2016-12-19 09:15:00;480;0,0;6,75;1,0;bankkártya
3004;2016-12-22 16:30:00;480;1,2;7,0;1,0;bankkártya
5502;2016-12-15 18:45:00;960;3,0;11,75;0,0;készpénz
7198;2016-12-15 12:15:00;720;1,0;8,0;0,0;készpénz
5784;2016-12-20 09:15:00;780;3,7;13,25;2,0;bankkártya
6094;2016-12-17 23:15:00;480;0,0;6,25;0,0;készpénz
2179;2016-12-02 16:45:00;1620;5,8;19,25;0,0;készpénz
6746;2016-12-05 13:00:00;720;3,9;13,75;0,0;készpénz
2226;2016-12-05 14:00:00;360;0,9;6,25;0,0;készpénz
8645;2016-12-15 22:15:00;780;4,7;14,5;0,0;készpénz
4438;2016-12-09 11:00:00;540;0,0;7,75;0,0;készpénz
1555;2016-12-15 15:30:00;60;0,1;3,75;0,0;ingyenes
2969;2016-12-29 14:15:00;480;1,3;7,25;0,0;készpénz
6458;2016-12-09 11:45:00;540;0,0;7,25;0,0;készpénz
4443;2016-12-28 07:45:00;480;3,2;11,0;2,0;bankkártya
2059;2016-12-13 09:45:00;420;0,9;6,25;1,5;bankkártya
7854;2016-12-09 20:00:00;1080;4,7;15,75;0,0;készpénz
4297;2016-12-01 10:30:00;480;0,1;8,0;3,0;bankkártya
7961;2016-12-19 15:15:00;180;0,5;4,75;0,0;készpénz
3620;2016-12-14 22:30:00;780;3,4;12,0;0,0;készpénz
340;2016-12-01 08:30:00;3120;18,1;46,0;9,2;bankkártya
8264;2016-12-24 01:00:00;1320;16,5;41,25;12,55;bankkártya
7766;2016-12-18 19:00:00;480;0,8;6,0;0,0;készpénz
6777;2016-12-15 14:30:00;480;1,3;7,0;3,0;bankkártya
554;2016-12-21 21:30:00;540;1,8;8,25;0,0;készpénz
5780;2016-12-27 15:00:00;840;1,9;9,75;0,0;készpénz
5580;2016-12-13 14:45:00;360;0,5;5,75;0,0;készpénz
7135;2016-12-11 05:15:00;300;1,3;6,5;2,0;bankkártya
4409;2016-12-02 07:00:00;1800;23,5;57,0;0,0;készpénz
7586;2016-12-22 01:15:00;360;1,4;6,75;1,0;bankkártya
1163;2016-12-16 22:15:00;180;0,5;4,75;2,0;bankkártya
8188;2016-12-16 13:45:00;720;2,4;9,75;0,0;készpénz
3045;2016-12-12 08:00:00;840;2,2;10,25;0,0;készpénz
5869;2016-12-07 10:30:00;240;0,3;4,5;0,0;készpénz
5428;2016-12-19 14:45:00;540;1,6;7,75;2,0;bankkártya
6755;2016-12-14 20:15:00;660;1,2;7,75;0,0;készpénz
8398;2016-12-01 19:00:00;780;2,1;9,75;2,25;bankkártya
7712;2016-12-05 10:45:00;1740;19,7;48,25;7,0;bankkártya
8734;2016-12-08 14:00:00;2100;1,0;43,75;0,0;készpénz
3014;2016-12-17 03:00:00;1440;1,1;46,0;3,0;bankkártya
4903;2016-12-08 11:30:00;0;0,0;47,0;0,0;bankkártya
2665;2016-12-07 10:30:00;1140;2,1;11,5;0,0;készpénz
5028;2016-12-01 13:15:00;300;0,38;5,0;3,0;bankkártya
6922;2016-12-14 19:15:00;300;0,6;5,25;2,0;bankkártya
3210;2016-12-16 20:15:00;3180;11,6;33,75;0,0;bankkártya
977;2016-12-06 14:00:00;720;1,9;9,5;0,0;készpénz
4182;2016-12-13 19:15:00;1560;12,2;32,75;7,35;bankkártya
3920;2016-12-21 19:15:00;540;1,1;7,0;0,0;készpénz
7523;2016-12-31 21:15:00;480;0,7;6,25;0,0;készpénz
2635;2016-12-13 07:45:00;1180;6,91;19,5;0,0;készpénz
920;2016-12-01 19:15:00;600;1,2;7,5;0,0;készpénz
171;2016-12-19 08:15:00;960;1,1;8,75;2,0;bankkártya
6775;2016-12-26 01:15:00;420;0,0;8,0;0,0;készpénz
6945;2016-12-08 14:45:00;300;0,5;5,25;0,0;készpénz
1759;2016-12-16 12:45:00;300;0,6;5,0;1,0;bankkártya
5782;2016-12-09 09:00:00;240;1,0;5,75;2,0;bankkártya
5348;2016-12-31 08:45:00;540;1,4;7,75;0,0;készpénz
8324;2016-12-12 11:00:00;1320;12,3;31,75;7,25;bankkártya
6046;2016-12-31 22:15:00;360;1,78;7,5;0,0;készpénz
1800;2016-12-06 21:00:00;600;2,0;9,0;2,0;bankkártya
4353;2016-12-05 17:45:00;600;1,0;7,5;1,5;bankkártya
3247;2016-12-16 07:30:00;420;1,3;7,0;0,0;készpénz
1164;2016-12-09 09:45:00;1200;0,1;12,25;2,45;bankkártya
8376;2016-12-07 20:30:00;712;3,7;12,5;0,0;készpénz
8149;2016-12-25 01:00:00;3180;20,5;53,75;0,0;készpénz
123;2016-12-07 13:45:00;540;7,1;19,25;0,0;készpénz
981;2016-12-25 14:00:00;1080;7,0;20,25;0,0;készpénz
3863;2016-12-09 16:00:00;3900;18,5;47,0;7,0;bankkártya
3786;2016-12-24 15:45:00;420;0,9;6,25;0,0;bankkártya
7809;2016-12-03 07:30:00;1200;12,9;32,5;0,0;készpénz
2993;2016-12-23 17:00:00;1140;1,6;10,75;2,0;bankkártya
400;2016-12-15 21:30:00;360;1,1;6,25;2,0;bankkártya
5401;2016-12-06 10:30:00;420;0,9;6,5;2,0;bankkártya
547;2016-12-31 16:00:00;300;0,0;3,25;0,0;készpénz
2211;2016-12-06 08:45:00;780;3,4;12,5;0,0;készpénz
5896;2016-12-07 18:30:00;300;1,1;6,25;0,0;készpénz
6742;2016-12-28 17:30:00;660;2,3;9,5;3,0;bankkártya
1460;2016-12-24 18:45:00;300;0,0;5,25;1,0;bankkártya
901;2016-12-05 23:45:00;600;2,6;10,0;2,0;bankkártya
2139;2016-12-22 15:30:00;360;0,4;5,5;2,0;bankkártya
1109;2016-12-17 00:45:00;240;0,5;4,75;1,0;bankkártya
7033;2016-12-22 10:15:00;420;1,4;7,5;0,0;készpénz
1691;2016-12-24 21:15:00;660;0,0;10,5;0,0;készpénz
1506;2016-12-21 19:30:00;780;3,08;11,25;0,0;készpénz
1538;2016-12-28 19:30:00;60;0,4;4,0;0,0;készpénz
618;2016-12-04 18:00:00;0;0,0;18,25;4,56;bankkártya
4857;2016-12-15 21:30:00;900;3,5;13,0;3,0;bankkártya
5014;2016-12-21 08:45:00;420;1,4;6,75;0,0;készpénz
5083;2016-12-09 09:15:00;538;1,25;7,25;2,0;bankkártya
3233;2016-12-26 10:00:00;120;0,4;4,25;0,0;készpénz
6129;2016-12-03 20:00:00;300;0,5;5,0;0,0;készpénz
297;2016-12-07 20:30:00;1500;21,3;51,5;8,0;bankkártya
1311;2016-12-18 18:15:00;540;1,5;8,0;0,0;készpénz
733;2016-12-01 09:15:00;480;1,6;7,75;2,0;bankkártya
505;2016-12-13 11:30:00;420;0,0;6,75;0,0;készpénz
8436;2016-12-13 15:00:00;240;0,6;5,0;2,0;bankkártya
4934;2016-12-28 17:00:00;780;2,5;10,25;3,0;bankkártya
4007;2016-12-05 22:15:00;240;0,5;4,75;0,0;készpénz
8414;2016-12-09 14:15:00;478;1,11;7,0;0,0;készpénz
1534;2016-12-05 19:00:00;480;3,3;11,0;3,0;bankkártya
6317;2016-12-16 17:00:00;840;0,0;8,75;0,0;készpénz
2649;2016-12-08 22:00:00;600;1,4;7,5;0,0;készpénz
4659;2016-12-08 12:00:00;2040;17,2;44,0;6,0;bankkártya
7900;2016-12-01 14:45:00;780;1,0;8,25;2,0;bankkártya
177;2016-12-19 19:00:00;360;1,09;6,5;0,0;készpénz
2708;2016-12-19 23:15:00;600;4,7;14,25;0,0;készpénz
3043;2016-12-30 17:45:00;600;0,0;8,75;2,0;bankkártya
3891;2016-12-15 18:45:00;240;0,0;5,25;0,0;készpénz
8380;2016-12-30 11:15:00;240;0,7;6,25;0,0;készpénz
6065;2016-12-01 02:30:00;60;0,0;8,0;0,0;bankkártya
6401;2016-12-15 22:00:00;1080;9,8;25,75;0,0;készpénz
4494;2016-12-05 11:45:00;540;1,4;7,25;2,0;bankkártya
2139;2016-12-28 15:00:00;180;0,3;4,25;0,0;készpénz
2118;2016-12-01 20:45:00;780;0,0;11,75;0,0;bankkártya
1955;2016-12-02 09:45:00;360;1,2;6,25;2,0;bankkártya
2214;2016-12-01 18:45:00;600;1,0;7,25;0,0;készpénz
2914;2016-12-12 07:15:00;540;1,9;8,75;2,0;bankkártya
2457;2016-12-22 20:00:00;960;0,0;11,0;0,0;készpénz
2601;2016-12-28 17:15:00;540;2,1;11,75;0,0;készpénz
229;2016-12-12 19:30:00;240;0,7;5,5;2,0;bankkártya
7717;2016-12-14 22:45:00;120;0,3;4,0;0,0;készpénz
5367;2016-12-13 15:45:00;1080;0,0;14,75;0,0;készpénz
6943;2016-12-20 06:30:00;360;1,3;7,0;0,0;készpénz
2186;2016-12-27 09:45:00;540;1,4;7,75;2,0;bankkártya
4467;2016-12-20 08:00:00;180;0,4;4,25;0,0;készpénz
1545;2016-12-29 12:45:00;480;1,1;7,0;0,0;készpénz
8672;2016-12-17 14:45:00;600;1,4;7,75;0,0;készpénz
2966;2016-12-21 20:45:00;540;1,2;7,25;0,0;készpénz
4005;2016-12-04 19:15:00;180;0,3;4,25;0,0;készpénz
4680;2016-12-09 18:15:00;480;0,0;6,25;0,0;készpénz
3462;2016-12-07 09:30:00;300;0,7;5,25;0,0;készpénz
4261;2016-12-03 00:30:00;480;1,7;7,5;3,0;bankkártya
8014;2016-12-20 21:30:00;180;0,0;5,0;0,0;készpénz
710;2016-12-09 21:45:00;540;0,0;10,25;0,0;készpénz
7969;2016-12-13 13:00:00;1560;17,2;42,0;8,4;bankkártya
3600;2016-12-01 18:00:00;540;1,0;7,0;0,0;készpénz
5587;2016-12-23 15:15:00;1800;5,9;21,0;0,0;készpénz
6195;2016-12-28 11:30:00;600;1,5;8,25;2,0;bankkártya
2448;2016-12-16 12:15:00;540;0,0;8,25;2,0;bankkártya
3997;2016-12-19 06:45:00;840;4,3;14,5;2,9;bankkártya
5025;2016-12-01 14:15:00;1560;0,7;29,75;5,95;bankkártya
6627;2016-12-05 16:00:00;411;0,8;6,25;0,0;készpénz
5573;2016-12-23 19:15:00;300;0,5;5,5;0,0;készpénz
2041;2016-12-14 12:45:00;420;0,0;6,5;1,0;bankkártya
6008;2016-12-02 13:30:00;300;0,86;5,75;1,0;bankkártya
8307;2016-12-26 14:30:00;2160;18,6;45,5;10,2;bankkártya
4089;2016-12-09 16:30:00;1200;1,4;10,75;0,0;készpénz
2276;2016-12-07 19:15:00;600;4,5;13,5;3,5;bankkártya
1284;2016-12-20 18:15:00;1020;1,5;9,75;0,0;készpénz
3694;2016-12-18 20:30:00;1680;14,3;36,25;10,05;bankkártya
2716;2016-12-28 13:15:00;720;1,3;8,5;0,0;készpénz
3612;2016-12-10 12:45:00;420;0,0;6,5;0,0;készpénz
5341;2016-12-03 17:00:00;180;0,4;4,5;0,0;készpénz
5832;2016-12-22 17:15:00;720;1,0;8,0;0,0;készpénz
1473;2016-12-22 20:45:00;720;1,6;8,75;0,0;készpénz
3395;2016-12-15 07:15:00;420;1,6;7,5;2,0;bankkártya
5899;2016-12-14 16:30:00;3180;17,2;43,25;12,05;bankkártya
4251;2016-12-02 22:30:00;120;0,1;3,75;2,0;bankkártya
1924;2016-12-20 19:30:00;540;0,0;7,5;0,0;készpénz
1545;2016-12-28 09:15:00;540;2,9;10,25;0,0;készpénz
7198;2016-12-30 12:30:00;360;0,9;6,25;2,0;bankkártya
2916;2016-12-29 20:30:00;660;4,2;13,5;0,0;készpénz
6046;2016-12-21 22:15:00;0;0,0;3,25;0,0;bankkártya
2743;2016-12-23 16:45:00;660;0,3;6,75;0,0;készpénz
7665;2016-12-03 16:45:00;480;0,6;6,25;0,0;készpénz
3360;2016-12-31 18:15:00;540;0,1;9,25;0,0;készpénz
7750;2016-12-04 04:15:00;540;1,5;8,0;2,0;bankkártya
5796;2016-12-15 21:00:00;300;0,0;5,75;2,0;bankkártya
5232;2016-12-13 01:00:00;480;1,5;7,5;1,0;bankkártya
5196;2016-12-31 17:30:00;780;6,2;18,25;0,0;készpénz
1109;2016-12-15 14:15:00;2340;18,0;46,25;0,5;bankkártya
153;2016-12-13 17:15:00;300;5,2;5,0;1,0;bankkártya
747;2016-12-14 11:45:00;240;0,7;5,5;2,0;bankkártya
5846;2016-12-07 14:00:00;720;2,1;9,25;0,0;készpénz
4438;2016-12-02 19:45:00;1380;0,3;17,25;0,0;készpénz
1513;2016-12-02 12:15:00;480;0,9;6,75;0,0;készpénz
2467;2016-12-28 15:45:00;240;0,6;5,0;3,0;bankkártya
4900;2016-12-07 16:30:00;240;0,9;5,75;0,0;készpénz
2166;2016-12-30 18:30:00;480;1,8;8,0;0,0;készpénz
4152;2016-12-15 17:45:00;0;0,0;3,25;0,0;vitatott
5131;2016-12-19 08:30:00;360;0,8;6,0;2,0;bankkártya
7589;2016-12-14 16:45:00;540;1,3;7,5;2,0;bankkártya
6853;2016-12-07 13:00:00;420;1,4;7,25;0,0;készpénz
2847;2016-12-03 07:45:00;1080;7,9;22,25;0,0;bankkártya
4993;2016-12-29 11:30:00;1200;7,8;22,75;0,0;készpénz
6290;2016-12-06 15:15:00;300;1,2;6,25;1,5;bankkártya
2833;2016-12-13 10:45:00;960;2,5;11,5;0,0;bankkártya
7590;2016-12-09 19:15:00;540;1,2;7,25;3,0;bankkártya
6054;2016-12-14 23:00:00;120;0,4;4,25;2,0;bankkártya
5226;2016-12-06 09:00:00;360;1,3;6,5;0,0;készpénz
4527;2016-12-01 19:15:00;900;2,5;10,75;0,0;készpénz
8269;2016-12-18 14:30:00;1500;1,7;13,0;0,0;készpénz
6290;2016-12-16 06:45:00;240;1,0;5,75;0,0;készpénz
1460;2016-12-21 13:45:00;900;0,0;9,25;0,0;készpénz
7205;2016-12-18 00:15:00;1980;0,8;36,0;8,0;bankkártya
2179;2016-12-30 00:30:00;240;0,7;5,5;0,0;készpénz
5501;2016-12-12 12:00:00;1260;2,52;12,5;2,6;bankkártya
4675;2016-12-30 19:00:00;360;0,0;6,25;3,0;bankkártya
717;2016-12-10 14:45:00;1920;16,3;40,5;0,0;ingyenes
7863;2016-12-29 18:15:00;840;1,0;8,0;0,0;készpénz
1987;2016-12-08 11:00:00;240;0,5;5,0;0,0;készpénz
2452;2016-12-01 18:45:00;660;1,2;8,0;0,0;készpénz
177;2016-12-12 12:30:00;601;6,0;17,0;0,0;készpénz
7755;2016-12-21 13:30:00;7860;36,5;110,75;0,0;készpénz
7315;2016-12-15 08:30:00;240;0,6;5,0;2,0;bankkártya
2918;2016-12-14 20:15:00;540;0,0;7,0;1,4;bankkártya
8344;2016-12-03 14:15:00;240;0,6;5,0;1,0;bankkártya
2167;2016-12-07 10:45:00;0;0,0;95,25;14,0;ingyenes
8710;2016-12-17 05:00:00;1200;1,0;42,0;0,0;készpénz
2447;2016-12-18 17:45:00;600;1,2;7,5;0,0;készpénz
4069;2016-12-21 17:45:00;2100;2,3;18,5;3,7;bankkártya
3018;2016-12-18 23:00:00;1860;18,5;46,0;0,0;készpénz
3993;2016-12-23 19:30:00;420;1,3;7,0;0,0;készpénz
5525;2016-12-02 10:15:00;540;0,9;6,5;0,0;készpénz
8463;2016-12-01 09:00:00;2280;17,9;45,5;0,0;készpénz
3736;2016-12-05 14:00:00;2040;17,2;42,75;9,65;bankkártya
4618;2016-12-16 07:45:00;660;1,7;8,5;0,0;készpénz
6089;2016-12-09 16:45:00;3180;9,4;47,5;0,0;készpénz
3862;2016-12-01 18:45:00;660;0,1;9,0;0,0;készpénz
8636;2016-12-28 17:00:00;420;0,0;7,0;0,0;készpénz
4927;2016-12-07 15:30:00;960;0,0;10,25;3,05;bankkártya
32;2016-12-29 21:45:00;540;0,1;8,25;2,0;bankkártya
6016;2016-12-20 08:15:00;660;0,0;20,1;0,0;ismeretlen
3178;2016-12-06 18:00:00;780;0,7;7,75;3,0;bankkártya
4601;2016-12-03 13:30:00;960;9,8;21,5;0,0;ingyenes
4433;2016-12-22 17:15:00;300;0,7;5,5;0,0;készpénz
464;2016-12-15 17:15:00;420;1,2;7,0;0,0;készpénz
7517;2016-12-09 18:45:00;840;0,0;9,25;0,0;készpénz
6376;2016-12-29 19:45:00;840;4,6;14,5;0,0;készpénz
5767;2016-12-21 21:00:00;780;5,8;17,5;4,5;bankkártya
8014;2016-12-09 19:00:00;840;0,3;15,0;3,75;bankkártya
3862;2016-12-07 19:00:00;1740;0,2;16,5;3,3;bankkártya
7468;2016-12-27 04:00:00;0;0,0;3,25;0,0;készpénz
7352;2016-12-10 16:15:00;780;1,3;8,5;0,0;készpénz
668;2016-12-13 18:00:00;720;0,1;9,0;2,0;bankkártya
4202;2016-12-29 19:45:00;1800;0,8;33,5;9,6;bankkártya
5108;2016-12-17 06:15:00;420;3,1;10,5;2,0;bankkártya
6650;2016-12-15 10:30:00;720;1,1;8,0;2,0;bankkártya
6398;2016-12-09 15:15:00;660;1,74;9,0;0,0;készpénz
7390;2016-12-30 09:15:00;900;5,1;16,0;3,6;bankkártya
1897;2016-12-17 00:00:00;120;0,2;3,75;4,0;bankkártya
972;2016-12-08 23:45:00;180;0,4;4,5;2,0;bankkártya
4296;2016-12-22 21:45:00;600;2,8;10,5;4,0;bankkártya
2063;2016-12-26 06:45:00;600;2,7;10,5;0,0;készpénz
8063;2016-12-12 14:30:00;600;1,7;8,5;0,0;készpénz
1463;2016-12-10 18:15:00;300;0,0;5,25;0,0;készpénz
3312;2016-12-16 19:15:00;720;0,6;7,5;0,0;készpénz
6180;2016-12-30 18:30:00;780;2,2;10,25;2,0;bankkártya
8309;2016-12-07 09:45:00;2220;8,5;25,25;4,0;bankkártya
6717;2016-12-14 10:30:00;360;0,5;5,5;2,0;bankkártya
1545;2016-12-16 08:00:00;660;2,6;10,25;0,0;készpénz
3062;2016-12-21 15:30:00;360;1,2;6,75;0,0;ismeretlen
4811;2016-12-27 16:15:00;1260;13,1;33,25;0,0;készpénz
2058;2016-12-06 12:00:00;480;1,1;7,0;0,0;készpénz
3433;2016-12-06 19:30:00;2640;15,5;41,25;9,05;bankkártya
4292;2016-12-23 21:45:00;240;1,0;6,0;2,0;bankkártya
2618;2016-12-08 19:45:00;1860;9,0;27,25;0,0;készpénz
5548;2016-12-06 20:00:00;600;2,4;9,5;0,0;készpénz
1523;2016-12-04 02:00:00;300;0,0;3,5;0,0;készpénz
7028;2016-12-05 10:45:00;480;2,0;8,25;0,0;készpénz
6535;2016-12-01 21:30:00;840;0,0;8,0;0,0;készpénz
1193;2016-12-13 21:30:00;300;1,0;5,75;0,0;ingyenes
1164;2016-12-31 19:30:00;240;0,0;5,25;0,0;készpénz
2514;2016-12-05 06:15:00;180;0,6;5,0;5,0;bankkártya
778;2016-12-11 16:15:00;720;3,0;11,0;2,0;bankkártya
6305;2016-12-24 14:30:00;660;0,2;12,5;2,8;bankkártya
2004;2016-12-06 17:45:00;660;1,8;8,5;0,0;készpénz
3495;2016-12-23 13:15:00;660;1,2;7,75;0,0;készpénz
7213;2016-12-23 20:15:00;660;2,2;9,25;0,0;készpénz
8685;2016-12-14 00:30:00;240;1,2;6,0;0,0;készpénz
5435;2016-12-19 07:45:00;240;0,6;5,0;0,0;készpénz
4195;2016-12-17 00:30:00;420;1,5;7,5;0,0;készpénz
3165;2016-12-12 18:45:00;1740;10,2;29,75;3,0;bankkártya
5411;2016-12-09 17:45:00;780;1,3;8,75;0,0;készpénz
7374;2016-12-03 00:45:00;480;1,73;7,75;0,0;bankkártya
